pressure_PS1_bar,pressure_PS2_bar,pressure_PS3_bar,pressure_PS4_bar,pressure_PS5_bar,pressure_PS6_bar,motor_power_EPS1_W,flow_FS1_l_min,flow_FS2_l_min,temp_TS1_C,temp_TS2_C,temp_TS3_C,temp_TS4_C,vibration_VS1,efficiency_SE,cooling_eff_CE,cooling_pwr_CP,fault
153.99,5.02,5.07,4.96,4.95,8.29,2130.4,8.35,8.51,35.43,40.49,38.1,30.25,0.5498,0.8657,99.68,1.534,0
158.28,5.1,4.99,4.83,4.99,7.95,2042.7,8.55,8.55,35.89,40.8,38.04,30.28,0.5424,0.8804,100.08,1.502,0
158.26,4.99,5.05,4.77,4.96,7.75,2158.9,8.11,8.56,35.9,40.2,37.33,30.11,0.5208,0.8434,100.55,1.476,0
156.55,4.94,5.03,5.07,4.9,8.45,2156.5,8.55,8.47,34.64,39.47,37.53,29.72,0.4899,0.8482,99.53,1.504,0
155.6,4.98,4.95,5.13,4.85,7.78,2146.8,8.82,8.33,34.47,40.75,38.36,29.99,0.5349,0.8471,101.33,1.515,0
156.53,4.86,5.13,5.1,5.01,8.07,2133.6,8.67,8.32,35.27,40.32,38.08,29.72,0.5355,0.8731,99.77,1.492,0
151.2,5.28,4.76,4.98,5.03,8.03,2141.4,8.52,8.65,34.5,40.15,37.48,30.04,0.5281,0.8561,102.12,1.479,0
156.58,5.1,4.85,5.12,4.95,7.63,2063.8,8.6,8.45,34.76,39.2,38.16,30.07,0.5272,0.8711,100.98,1.446,0
156.15,5.04,4.98,5.13,4.95,7.99,2147.8,8.44,8.3,35.2,40.21,37.95,29.93,0.5295,0.853,101.9,1.505,0
155.55,5.03,5.05,5.03,4.93,7.79,2211.0,8.47,8.66,35.28,39.21,38.56,30.12,0.5076,0.8621,100.99,1.471,0
154.99,4.77,4.99,4.9,5.12,8.06,2109.4,8.26,8.61,35.71,40.47,37.65,29.95,0.5324,0.8697,99.39,1.558,0
156.8,5.06,4.91,5.0,4.9,8.07,2162.4,8.48,8.68,34.69,40.74,37.97,29.44,0.5003,0.8694,99.76,1.472,0
154.49,4.98,5.01,5.01,4.98,7.79,2229.0,8.3,8.63,34.18,40.26,38.29,29.87,0.5004,0.857,100.91,1.45,0
148.66,4.95,5.19,4.99,5.07,7.68,2102.9,8.6,8.25,34.69,39.45,37.87,30.62,0.4991,0.8566,98.48,1.523,1
157.27,5.03,5.07,5.02,4.86,8.07,2092.3,8.69,8.42,34.75,40.43,37.92,30.02,0.5157,0.8566,98.61,1.466,0
155.27,4.85,5.05,5.08,4.81,7.76,2094.4,8.53,8.61,34.41,39.46,38.72,30.3,0.5182,0.8596,100.92,1.492,0
153.89,5.0,4.97,5.07,4.92,7.62,2147.6,8.65,8.43,35.2,40.2,37.83,29.88,0.5019,0.8651,99.22,1.499,0
154.69,4.84,4.91,4.96,4.95,7.55,2140.3,8.32,8.37,34.97,40.4,38.04,29.87,0.4877,0.857,100.47,1.431,0
153.39,5.18,4.99,4.96,5.17,7.87,2032.0,8.25,8.62,35.24,40.65,37.85,29.82,0.5332,0.8778,100.55,1.531,0
155.29,5.08,5.03,5.08,5.18,7.2,2060.2,8.35,8.47,35.34,40.1,37.62,29.96,0.5336,0.8501,100.12,1.476,0
153.66,5.03,5.03,5.3,4.93,8.21,2076.0,8.46,8.67,35.58,39.31,37.75,30.26,0.5254,0.8736,99.64,1.491,0
155.81,5.12,5.09,5.01,5.0,8.52,2155.7,8.3,8.7,34.85,40.92,37.37,30.39,0.5383,0.858,100.68,1.554,0
156.61,4.91,4.96,5.15,5.16,8.13,2137.1,8.86,8.36,35.1,40.59,37.87,29.85,0.5092,0.8724,101.05,1.527,0
153.09,4.8,4.98,4.92,4.86,7.88,2073.9,8.65,8.56,35.19,40.28,37.92,30.22,0.5062,0.8648,100.01,1.491,0
155.51,5.02,5.16,5.11,4.84,8.12,2108.9,8.84,8.38,35.32,39.81,38.16,29.74,0.5064,0.8581,99.44,1.459,0
155.35,4.95,4.98,5.05,4.84,7.96,2069.1,8.25,8.84,35.07,40.2,37.7,29.82,0.5162,0.862,99.12,1.503,0
155.71,5.03,5.06,5.04,4.88,8.71,2093.2,8.62,8.31,34.33,39.47,37.29,29.88,0.5008,0.868,98.96,1.49,0
152.2,5.03,4.89,5.0,4.94,7.88,2078.5,8.48,8.93,35.68,39.84,37.86,30.33,0.4903,0.8517,100.6,1.518,0
153.23,5.11,5.04,4.96,4.9,7.8,2014.0,8.49,8.4,34.56,39.09,38.34,30.47,0.5101,0.8491,100.48,1.568,0
152.06,5.07,4.88,4.94,4.95,7.78,2134.4,8.54,8.21,35.53,39.72,38.65,30.1,0.5233,0.8606,100.81,1.474,0
157.47,5.0,5.12,4.96,5.04,8.02,2062.6,8.24,8.59,35.13,39.64,37.14,30.54,0.5472,0.8586,100.34,1.552,0
152.72,5.17,4.92,5.06,5.07,8.02,2044.7,8.32,8.24,34.19,39.88,37.33,30.03,0.5378,0.8466,99.15,1.46,0
149.31,5.05,5.02,4.91,5.05,8.25,2195.5,8.17,8.77,34.52,41.3,38.26,29.59,0.5281,0.8596,100.05,1.523,1
156.14,4.99,4.95,5.05,5.09,8.23,2073.0,8.87,8.45,34.88,38.99,38.24,29.52,0.5113,0.8878,98.05,1.526,0
153.26,5.01,5.06,5.0,4.95,7.94,2135.0,8.89,8.42,35.82,40.21,38.37,30.28,0.547,0.8614,100.91,1.568,0
155.06,4.86,4.95,5.15,5.11,7.57,2120.6,8.57,8.56,35.6,39.33,37.52,29.71,0.5202,0.8727,101.2,1.468,0
153.79,5.01,5.01,5.11,4.9,8.36,2069.4,8.5,8.46,34.51,40.16,38.36,30.23,0.5092,0.8574,101.14,1.575,0
156.52,4.9,4.91,5.0,5.05,8.06,2058.7,8.63,8.37,35.12,39.69,37.79,30.33,0.5212,0.8675,99.84,1.455,0
156.32,5.1,4.97,4.96,4.98,8.06,2163.6,8.46,8.53,34.48,39.92,38.61,30.05,0.5088,0.8623,99.89,1.455,0
158.89,4.88,5.13,4.96,4.99,8.32,2036.4,8.49,8.68,34.21,40.38,38.24,29.91,0.5146,0.8574,100.34,1.422,0
153.58,5.09,4.96,5.15,4.97,7.69,2182.0,8.31,8.36,35.56,39.53,38.2,30.05,0.5389,0.8414,100.84,1.482,0
152.51,4.99,5.04,5.12,4.81,8.19,2156.4,8.56,8.49,34.73,40.37,39.0,30.1,0.5169,0.8661,99.08,1.57,0
151.65,4.82,4.9,4.9,5.14,7.94,2220.0,8.68,8.38,35.07,40.12,38.03,30.19,0.5148,0.8475,100.12,1.44,0
153.7,4.89,4.98,4.99,5.08,8.13,2158.5,8.77,8.39,34.54,40.18,38.11,29.78,0.5157,0.8634,99.78,1.494,0
154.26,4.97,5.0,4.93,5.13,7.87,2082.6,8.56,8.79,35.48,40.19,38.11,30.08,0.4955,0.8452,100.26,1.489,0
153.72,4.95,4.94,4.81,5.23,8.23,2036.0,8.15,8.37,34.74,40.09,38.08,30.31,0.5302,0.8727,98.99,1.494,0
154.94,5.09,5.05,4.98,5.06,8.74,2076.3,8.55,8.46,34.6,40.11,37.84,30.05,0.5171,0.88,102.28,1.438,0
152.24,5.14,4.81,4.94,5.01,7.89,2127.0,8.84,8.79,34.71,39.7,38.42,30.29,0.5217,0.8594,99.62,1.495,0
152.78,4.83,5.19,4.9,4.94,8.11,1991.0,8.22,8.51,34.59,39.92,38.01,29.96,0.5173,0.8639,99.35,1.554,0
152.61,4.97,5.13,4.89,5.19,8.03,2124.3,8.45,8.58,35.55,40.14,37.61,29.85,0.4988,0.8646,100.29,1.513,0
152.91,4.98,4.99,5.2,5.17,8.45,2062.2,8.53,8.31,34.95,40.56,38.42,30.33,0.4772,0.879,100.3,1.519,0
152.98,4.93,5.14,4.95,4.9,8.12,2072.9,8.41,8.62,34.93,39.84,38.03,30.16,0.5402,0.8882,100.16,1.541,0
152.17,5.28,4.91,5.15,4.86,7.68,2168.7,8.58,8.41,34.91,39.56,38.09,30.29,0.512,0.8552,98.7,1.621,0
158.27,4.75,5.03,5.18,5.15,7.89,2057.3,8.5,8.31,34.9,39.69,38.0,30.11,0.5264,0.8498,100.47,1.396,0
154.99,4.92,5.01,5.09,5.06,7.98,2134.2,8.17,8.62,35.13,40.06,38.1,30.21,0.5171,0.8648,101.19,1.598,0
153.95,5.02,5.08,4.81,4.92,8.34,2087.9,8.74,8.73,35.09,39.64,37.88,30.97,0.5135,0.8635,97.9,1.449,0
155.47,4.82,4.9,5.02,4.93,7.85,2077.0,8.21,8.57,34.93,39.47,37.93,30.01,0.5312,0.8593,101.42,1.499,0
158.68,5.12,5.09,4.94,4.85,7.73,2098.7,8.27,8.26,34.87,40.19,37.03,29.92,0.5214,0.8645,99.81,1.558,0
157.43,4.93,5.13,4.97,4.95,8.39,2140.7,8.85,8.64,34.23,39.59,38.24,29.49,0.5062,0.8731,98.78,1.391,0
157.75,5.0,5.12,5.01,5.11,8.41,2149.4,8.58,8.5,35.69,39.75,37.69,29.63,0.5074,0.873,100.56,1.552,0
155.55,4.88,4.89,5.1,5.11,7.99,2071.2,8.22,8.71,35.07,39.39,37.36,30.15,0.4877,0.8696,100.08,1.479,0
154.32,4.89,4.97,5.05,4.95,7.84,2152.0,8.72,8.72,34.95,40.3,37.73,29.94,0.5091,0.8673,99.04,1.592,0
154.7,4.92,5.21,4.97,5.17,8.2,2149.4,8.5,8.47,34.69,40.0,38.42,29.62,0.5193,0.8757,100.85,1.442,0
155.98,4.97,5.04,4.97,4.96,8.06,2027.3,8.81,8.5,35.47,39.26,38.21,30.23,0.5266,0.8617,99.91,1.403,0
155.52,5.02,4.87,5.13,5.01,8.12,2098.8,8.41,8.34,35.11,39.17,38.26,29.81,0.5369,0.8536,99.99,1.568,0
153.3,4.93,4.92,4.96,5.09,7.65,1996.5,8.27,8.46,35.04,39.23,38.07,30.46,0.5335,0.8639,99.58,1.416,0
154.09,5.12,5.0,4.98,5.11,8.1,2107.2,8.14,8.6,35.43,40.64,37.79,29.51,0.5129,0.8765,101.46,1.48,0
153.04,5.02,4.97,4.9,5.1,7.99,2183.0,8.5,8.4,35.35,40.68,38.13,30.21,0.4693,0.8589,99.87,1.506,0
155.0,5.13,5.08,4.91,4.97,7.36,2115.5,8.77,8.4,35.37,39.69,37.67,30.04,0.504,0.8572,99.29,1.567,0
152.99,5.06,5.12,4.95,5.1,8.09,2131.3,8.28,8.73,34.94,39.88,37.54,29.91,0.5009,0.8514,99.08,1.578,0
153.93,4.95,4.95,4.89,5.01,8.46,2129.5,8.58,8.65,34.97,40.14,38.76,29.88,0.5215,0.8649,99.48,1.492,0
156.03,5.17,4.93,5.0,5.01,8.27,2167.1,8.47,8.6,35.62,39.89,38.22,29.71,0.5401,0.8611,99.69,1.493,0
150.26,4.96,4.98,4.96,4.95,7.96,2113.1,8.48,8.58,34.95,39.03,37.92,29.98,0.5108,0.8604,100.1,1.541,1
153.7,4.89,4.95,5.12,5.03,7.86,2101.6,8.55,8.56,35.35,40.24,38.6,30.32,0.516,0.8649,99.95,1.467,0
155.51,5.0,4.9,5.04,5.05,7.76,2130.1,8.53,8.34,35.02,40.32,37.92,30.02,0.528,0.8576,98.53,1.46,0
153.93,5.11,5.19,5.22,4.84,7.57,2100.7,8.54,8.45,35.14,40.68,37.99,29.8,0.5245,0.8588,98.37,1.454,0
156.78,5.07,4.96,5.19,5.06,8.1,2113.7,8.71,8.66,35.22,39.61,37.78,29.85,0.5171,0.8567,100.88,1.496,0
153.29,4.9,5.11,4.96,5.0,8.09,2121.6,8.72,8.62,34.19,39.48,37.78,29.66,0.5352,0.8561,100.71,1.437,0
154.62,5.0,4.96,4.99,4.89,8.09,2131.8,8.17,8.21,34.54,39.81,37.06,29.93,0.524,0.8651,100.41,1.599,0
157.73,4.95,4.82,4.96,4.85,7.7,2054.1,8.48,8.26,35.8,40.09,37.52,29.68,0.5174,0.8512,99.37,1.474,0
153.64,4.9,4.9,4.91,5.03,8.3,1974.7,8.61,8.48,35.03,39.99,37.79,31.17,0.5149,0.8598,99.44,1.432,0
155.78,5.01,5.17,5.09,5.13,8.35,2062.8,8.24,8.53,35.38,39.48,38.47,29.63,0.5267,0.8626,102.18,1.48,0
155.42,4.9,5.1,4.89,5.15,7.63,2115.7,8.39,8.56,34.43,39.9,38.26,29.99,0.5499,0.8581,99.86,1.471,0
155.79,4.95,4.91,4.89,4.99,8.02,2068.2,8.68,8.23,34.97,39.85,38.0,29.92,0.5656,0.8659,101.98,1.552,0
154.88,5.09,5.02,4.82,5.2,8.29,2131.8,8.43,8.68,35.12,39.96,38.17,30.88,0.5372,0.8479,99.6,1.604,0
156.38,4.99,5.02,4.95,4.87,7.88,2138.2,8.58,8.63,35.04,39.58,37.96,29.72,0.5296,0.8522,100.56,1.525,0
155.34,5.16,4.83,5.02,5.13,8.16,2141.5,8.42,8.59,35.46,40.76,38.12,29.98,0.5342,0.86,99.2,1.538,0
154.29,5.0,4.92,4.93,5.16,8.2,2156.1,8.5,8.48,35.25,39.34,37.94,30.05,0.5239,0.8528,100.64,1.47,0
155.44,5.05,4.99,5.08,5.04,8.81,2113.7,8.42,8.24,34.28,40.26,37.86,30.22,0.5213,0.8545,99.85,1.473,0
155.42,5.06,4.92,4.9,5.02,8.28,2149.1,8.56,8.35,35.89,39.5,37.8,29.94,0.5001,0.8447,101.04,1.447,0
153.41,4.99,5.03,4.91,5.08,8.24,2126.4,8.7,8.8,34.95,40.52,38.86,29.99,0.4942,0.8709,98.46,1.413,0
155.25,4.88,5.08,4.99,5.04,8.47,2064.7,8.82,8.64,35.46,40.16,38.17,30.29,0.5173,0.8757,98.56,1.5,0
154.57,5.04,4.94,5.0,4.79,7.61,2089.0,8.26,8.52,35.55,39.68,37.9,30.31,0.5293,0.8515,99.98,1.495,0
154.96,4.79,4.92,4.97,4.85,8.49,2062.3,8.46,8.36,35.16,39.45,38.41,30.36,0.5355,0.846,97.21,1.484,0
156.65,4.93,5.23,5.01,4.92,8.28,2156.0,8.48,8.77,35.08,39.35,37.98,29.53,0.5464,0.8352,100.12,1.548,0
153.73,5.07,4.93,5.03,5.13,8.32,2143.7,8.4,8.25,34.0,40.21,37.19,30.49,0.5417,0.8754,99.9,1.465,0
154.94,4.98,5.05,5.12,4.95,7.78,2081.3,8.4,8.39,35.66,39.29,37.82,29.8,0.494,0.8729,99.55,1.53,0
153.8,5.07,4.93,4.92,5.09,7.73,2093.9,8.71,8.59,34.62,40.15,38.35,30.18,0.5602,0.8406,100.41,1.511,0
157.41,5.14,4.88,5.09,5.0,8.11,2144.1,8.64,8.67,34.52,39.58,37.85,29.79,0.5486,0.8579,100.41,1.491,0
152.43,5.06,4.87,4.82,4.86,8.09,2042.7,8.46,8.87,35.35,39.89,38.13,29.94,0.5262,0.8685,101.41,1.501,0
156.66,4.92,5.08,5.03,4.89,7.64,2214.3,8.27,8.41,35.21,39.96,37.58,29.65,0.5322,0.8734,100.18,1.562,0
157.5,4.98,5.0,4.91,4.9,8.75,2116.9,8.67,8.28,35.39,39.54,38.52,30.82,0.508,0.8594,100.31,1.535,0
154.56,4.93,5.03,5.05,4.94,7.76,2145.1,8.47,8.04,34.93,40.82,37.97,30.02,0.5259,0.8522,100.96,1.523,0
153.7,4.97,5.13,4.84,5.0,7.99,2093.8,8.19,8.38,34.73,40.25,37.33,29.7,0.4707,0.8539,101.84,1.512,0
157.32,5.06,4.97,5.05,4.85,7.91,2092.8,8.68,8.58,35.91,41.01,37.97,30.01,0.5296,0.851,100.32,1.517,0
154.24,4.95,4.98,4.82,5.08,8.18,2041.4,8.72,8.74,35.36,38.91,38.03,30.17,0.4739,0.8568,100.43,1.584,0
154.19,5.17,5.0,4.93,4.96,8.0,2117.6,8.73,8.51,34.63,40.81,37.96,30.25,0.5468,0.866,97.45,1.556,0
156.1,5.01,4.76,5.0,5.03,8.18,2094.9,8.4,8.68,34.37,40.46,38.4,29.58,0.521,0.8564,98.54,1.476,0
154.07,5.0,5.17,4.96,5.03,7.7,2096.2,8.33,8.21,35.39,39.98,37.99,29.82,0.5308,0.8589,99.91,1.56,0
150.37,5.01,4.97,5.11,4.96,8.09,2108.7,8.35,8.41,35.69,40.16,37.86,30.27,0.5172,0.8701,100.35,1.432,1
154.48,4.93,4.9,5.04,5.07,7.95,2058.1,8.75,8.22,34.25,39.63,37.29,29.91,0.5292,0.838,99.65,1.519,0
150.26,4.78,4.97,5.01,5.01,8.67,2076.7,8.21,8.65,35.15,40.14,37.52,29.41,0.518,0.8698,101.94,1.561,1
155.11,4.97,5.16,5.02,4.92,8.11,2031.2,8.53,8.6,34.03,40.38,38.62,30.15,0.5083,0.8738,99.24,1.512,0
152.36,4.89,4.99,5.1,4.82,7.57,2133.5,8.04,8.51,34.29,40.18,39.0,29.88,0.5454,0.8596,101.68,1.578,0
156.99,5.08,5.02,4.97,4.89,8.11,2114.9,8.76,8.5,35.13,39.48,38.08,29.78,0.4959,0.8667,101.36,1.426,0
153.82,5.0,4.99,4.9,4.92,8.28,2076.0,8.65,8.62,35.16,39.33,37.83,29.69,0.533,0.8581,99.91,1.452,0
157.24,5.01,5.03,4.9,5.03,7.86,2091.8,8.07,8.67,35.8,40.44,37.79,30.09,0.4856,0.8511,99.73,1.526,0
152.7,5.09,5.05,5.02,4.98,8.23,2064.9,8.6,8.87,35.82,40.98,37.62,29.56,0.4974,0.8465,98.0,1.457,0
153.83,4.94,4.91,4.78,4.92,8.17,2108.2,8.5,8.74,35.06,39.77,37.97,29.97,0.5304,0.8491,99.87,1.383,0
156.52,5.08,5.06,5.08,5.08,8.09,2087.4,8.46,8.31,34.88,39.32,38.21,30.48,0.5119,0.8548,100.0,1.513,0
156.83,4.98,4.9,5.16,5.03,7.6,2065.0,8.68,8.66,34.84,39.35,37.98,30.16,0.5344,0.8755,99.81,1.535,0
154.93,5.13,4.88,4.9,5.17,8.17,2097.9,8.91,8.53,35.98,40.65,37.89,30.12,0.5211,0.8566,101.24,1.507,0
152.24,5.07,5.04,5.08,5.02,7.64,2065.2,8.76,8.66,35.8,40.4,38.27,29.68,0.5143,0.8578,99.86,1.427,0
157.32,5.16,4.96,5.21,5.07,7.7,2049.7,8.6,8.03,34.18,40.03,38.16,30.63,0.4898,0.861,97.26,1.455,0
153.59,4.95,4.82,5.01,4.93,8.08,2061.6,8.31,8.31,34.77,39.26,38.4,30.21,0.5315,0.8628,100.14,1.568,0
160.23,5.04,5.18,5.11,4.87,7.66,2169.0,8.57,8.63,34.53,40.29,38.3,30.22,0.4959,0.8752,100.93,1.57,0
152.63,5.0,5.07,4.89,4.66,7.96,2156.9,8.42,8.54,35.15,39.72,38.18,29.22,0.5601,0.8508,98.71,1.625,0
151.2,4.9,5.17,5.01,5.06,8.0,2081.5,8.37,8.51,35.31,39.68,38.78,29.76,0.5261,0.8613,101.58,1.417,0
155.96,4.88,4.97,4.99,4.99,7.72,2161.5,8.65,8.8,35.67,39.73,37.9,29.73,0.5054,0.8546,100.37,1.515,0
154.94,5.14,5.1,5.23,4.97,7.61,2128.5,8.45,8.31,34.94,39.7,38.64,29.82,0.5222,0.8727,101.52,1.5,0
154.99,5.13,5.09,4.99,5.18,8.42,2112.1,8.52,8.29,34.57,40.45,38.43,30.18,0.5122,0.8695,100.1,1.442,0
155.15,4.98,4.87,5.0,5.14,7.69,2097.3,8.45,8.27,34.6,39.69,37.66,29.79,0.506,0.8687,99.7,1.47,0
155.79,5.03,5.07,5.05,4.89,7.84,2076.0,8.76,8.66,35.7,40.15,38.75,29.93,0.5261,0.851,99.89,1.541,0
153.09,4.93,5.03,5.1,4.8,7.8,2195.4,8.64,8.33,35.03,40.35,37.6,30.33,0.5344,0.8576,100.11,1.534,0
153.88,5.01,4.9,4.84,4.85,8.23,2122.1,8.55,8.18,35.53,39.53,37.92,30.07,0.4909,0.8762,99.8,1.51,0
155.4,5.02,5.07,4.94,4.95,8.02,2152.5,8.56,8.23,34.72,39.79,38.77,29.86,0.4973,0.853,99.38,1.496,0
156.62,5.08,4.94,4.96,5.0,7.7,2116.4,8.55,8.68,35.03,40.64,37.97,29.86,0.5372,0.8583,99.57,1.474,0
155.83,4.95,5.13,4.9,5.13,8.3,2049.3,8.34,8.33,34.7,39.57,37.76,29.73,0.5217,0.8429,99.72,1.469,0
152.81,5.02,4.93,4.97,5.01,7.51,2070.4,8.19,8.72,35.77,39.11,37.44,30.05,0.5087,0.8677,97.96,1.5,0
154.24,5.03,5.06,4.93,5.01,8.44,2081.6,8.26,8.46,35.02,40.08,37.47,30.1,0.5453,0.8654,100.72,1.55,0
155.26,5.03,4.96,5.16,5.03,7.6,2139.1,8.32,8.65,34.48,39.61,38.05,29.73,0.5489,0.8518,98.8,1.446,0
152.98,5.09,4.99,4.98,5.13,8.03,2049.7,8.35,8.19,35.08,39.99,37.91,30.15,0.549,0.8592,99.73,1.371,0
154.66,5.04,5.0,5.08,5.07,7.73,2079.7,8.39,8.66,34.5,39.99,37.42,30.36,0.5215,0.8726,100.13,1.596,0
156.27,5.11,4.97,4.98,5.22,8.26,2106.8,8.67,8.42,34.73,39.76,37.36,30.4,0.4964,0.8589,99.98,1.475,0
156.05,4.97,4.99,4.9,5.03,8.29,2021.2,8.83,8.71,35.22,40.47,38.4,30.0,0.5006,0.8466,100.38,1.491,0
154.99,5.05,4.94,5.06,4.99,7.59,2048.5,8.69,8.44,35.36,40.95,38.86,30.16,0.5291,0.8621,100.01,1.514,0
161.23,4.9,5.12,5.0,5.04,8.31,2074.9,8.63,8.34,34.24,39.82,38.54,30.16,0.5163,0.869,100.56,1.462,0
156.26,4.84,4.91,4.88,4.99,7.42,2012.7,8.31,8.23,34.77,40.49,37.31,29.77,0.4905,0.8712,98.08,1.615,0
147.98,5.01,5.0,5.05,5.04,8.64,2088.5,8.31,8.74,35.17,40.38,38.03,30.01,0.4966,0.858,99.94,1.498,1
155.12,5.14,5.02,4.94,4.78,8.02,2032.2,8.83,8.85,35.87,39.67,38.2,30.46,0.5097,0.8565,99.19,1.507,0
158.11,4.81,4.9,4.8,5.01,7.91,2110.0,8.44,8.82,34.65,40.02,37.58,30.35,0.5099,0.8834,99.65,1.534,0
157.57,4.93,5.06,4.93,5.14,7.82,2115.6,8.11,8.72,34.14,39.18,38.36,29.74,0.5215,0.8621,99.72,1.46,0
152.31,4.97,4.98,5.05,4.87,7.46,2122.5,8.62,8.55,35.01,39.68,38.21,29.99,0.5278,0.8483,100.28,1.481,0
156.77,5.03,5.29,5.06,4.97,7.98,2021.1,8.45,8.73,34.79,39.63,38.22,30.65,0.5355,0.872,97.96,1.442,0
156.84,5.13,4.94,4.98,5.01,7.93,2064.3,8.4,8.41,36.16,39.72,38.09,29.79,0.5175,0.8533,100.86,1.486,0
156.43,4.96,4.9,4.94,4.97,7.26,2031.3,8.4,8.88,35.14,40.81,38.0,29.55,0.5165,0.8785,100.39,1.447,0
150.91,5.14,5.17,4.89,5.15,8.1,2103.8,8.73,8.59,34.59,39.71,37.79,30.37,0.5153,0.8625,100.3,1.528,1
156.04,5.03,5.02,5.0,5.01,8.24,2082.4,8.39,8.58,35.17,39.96,37.43,29.55,0.5097,0.8487,99.85,1.446,0
154.37,5.1,4.98,5.12,5.01,7.98,2119.4,8.24,8.64,35.59,40.69,37.47,29.95,0.5219,0.8507,101.6,1.524,0
152.93,4.98,5.0,5.06,5.09,8.26,2164.6,8.34,8.36,34.96,40.23,37.9,29.91,0.53,0.8718,99.29,1.528,0
156.64,5.14,4.83,5.14,5.03,8.28,2020.3,8.18,8.34,35.35,39.97,38.41,30.46,0.5382,0.8672,99.81,1.516,0
159.31,4.83,5.06,4.76,4.97,8.25,2097.2,8.32,8.47,35.85,40.22,37.64,29.63,0.5669,0.8593,99.99,1.514,0
158.22,5.01,5.03,5.08,5.1,8.43,2174.8,8.76,8.02,34.16,40.59,38.27,29.94,0.4944,0.85,101.32,1.588,0
154.07,4.87,4.86,4.94,4.92,7.29,2092.0,8.5,8.41,35.07,40.31,38.0,30.21,0.5126,0.8763,98.82,1.456,0
155.68,4.94,4.9,4.91,4.83,7.8,2180.8,8.12,8.45,35.35,40.65,37.59,30.07,0.5248,0.8612,99.89,1.579,0
153.17,5.14,5.04,5.07,5.06,8.0,2165.8,8.92,8.46,34.04,40.17,37.96,29.69,0.5076,0.8574,99.44,1.475,0
152.32,4.98,5.06,5.12,5.18,7.76,2064.9,8.41,9.01,34.44,40.17,37.69,30.0,0.507,0.8704,98.22,1.545,0
156.06,4.9,5.04,4.93,5.08,7.9,2043.4,8.57,8.4,34.46,40.07,37.97,30.2,0.5399,0.8555,100.19,1.616,0
154.09,5.02,4.84,4.96,5.06,8.21,2120.3,8.74,8.41,35.04,40.39,38.16,30.4,0.5629,0.8521,98.56,1.422,0
155.64,5.07,5.07,4.95,4.89,7.43,2128.9,8.28,8.4,34.94,39.56,37.64,30.06,0.5466,0.8647,99.79,1.536,0
154.05,5.19,5.09,5.01,5.2,8.01,2096.2,8.42,8.68,34.8,39.69,38.27,29.68,0.5358,0.8555,100.59,1.533,0
155.48,5.26,5.12,5.05,4.93,7.72,2066.6,8.32,8.51,35.17,39.75,38.4,29.98,0.5191,0.8736,99.69,1.52,0
154.52,4.89,5.02,4.86,4.93,8.29,2123.5,8.51,8.68,33.99,39.48,38.63,29.88,0.4844,0.8572,100.47,1.495,0
154.75,5.06,4.92,5.12,4.9,7.82,2089.0,8.24,8.54,35.04,40.31,37.8,29.27,0.5032,0.8741,100.83,1.465,0
156.56,4.81,4.97,5.01,4.9,7.99,2126.3,8.4,8.58,34.78,40.62,37.58,30.11,0.5179,0.8471,99.9,1.494,0
151.78,4.97,4.94,4.96,4.93,7.95,2009.1,8.53,8.35,34.25,40.04,38.52,29.77,0.5305,0.8658,101.41,1.467,0
154.04,5.03,4.95,5.18,4.87,7.69,2037.3,8.39,8.77,34.98,39.41,38.32,29.92,0.5083,0.8409,100.27,1.544,0
149.92,5.13,4.99,5.15,5.08,8.04,2082.9,8.36,8.5,35.17,39.48,37.71,29.83,0.492,0.8455,98.49,1.562,1
156.13,4.86,4.99,4.84,5.08,8.01,2189.5,8.64,8.01,35.08,39.88,38.18,30.08,0.5172,0.8677,100.24,1.534,0
150.05,5.03,5.26,5.03,5.05,7.57,2055.5,8.45,8.55,34.65,40.07,38.34,30.12,0.4827,0.8459,102.16,1.475,1
149.65,5.02,4.97,5.11,5.2,7.64,2072.3,8.3,8.8,34.83,39.92,37.97,29.9,0.5089,0.8662,100.17,1.522,1
153.82,4.97,5.0,5.02,5.04,7.82,2207.4,8.33,8.57,35.46,40.71,38.35,30.04,0.5108,0.8541,100.48,1.428,0
152.89,4.9,4.79,5.02,5.13,8.42,2132.9,8.64,8.08,35.17,39.52,38.15,29.96,0.5405,0.8502,98.5,1.509,0
151.22,5.16,5.15,5.04,4.76,8.16,2028.5,8.65,8.47,35.22,39.85,38.61,30.0,0.5093,0.8628,101.29,1.529,0
156.53,4.84,5.06,4.95,5.04,8.03,2112.9,8.42,8.36,34.41,39.64,38.44,29.93,0.5134,0.8639,98.41,1.536,0
155.93,5.02,4.93,5.04,4.96,8.33,2070.3,8.45,8.88,34.66,39.79,37.72,29.96,0.522,0.8707,98.81,1.521,0
152.78,5.09,5.1,4.96,5.01,8.35,2138.1,8.8,8.28,34.56,40.92,37.94,29.82,0.5044,0.8516,97.61,1.475,0
152.81,5.01,5.03,5.03,4.99,8.13,2082.4,8.28,8.59,35.16,39.96,37.1,30.18,0.5114,0.8838,101.33,1.426,0
156.39,5.07,4.95,5.04,4.95,7.89,2096.4,8.56,8.13,34.59,39.93,38.0,29.43,0.5207,0.8635,100.23,1.607,0
